hybrid_fj85,random,1000000,3,count,0,142891189,18640887,4002064,13599162,1
hybrid_fjauto,random,1000000,1,count,0,120853460,18564149,4002248,12984303,1
hybrid_fj85,random,1000000,1,count,0,147004848,18641048,4002048,13598934,1
hybrid_bin123,random,1000000,3,count,0,137077043,18580055,4002264,12976256,1
hybrid_fj85,random,1000000,2,count,0,145072846,18641486,4002064,13599187,1
hybrid_bin123,random,1000000,1,count,0,136770023,18580392,4002248,12976200,1
hybrid_fjauto,random,1000000,3,count,0,152681383,18564180,4002264,12984402,1
hybrid_fjauto,random,1000000,2,count,0,148247979,18563920,4002264,12984459,1
hybrid_fj123,random,1000000,1,count,0,149665716,18565216,4002248,12976200,1
hybrid_bin123,random,1000000,2,count,0,121169635,18579973,4002264,12976369,1
hybrid_fj123,random,1000000,2,count,0,135686071,18565041,4002264,12976369,1
hybrid_fj128,random,1000000,2,count,0,139009378,18579440,4002048,12935953,1
hybrid_fj128,random,1000000,1,count,0,168009703,18579496,4002032,12935614,1
hybrid_fj123,random,1000000,3,count,0,145090108,18565307,4002264,12976256,1
hybrid_fj128,random,1000000,3,count,0,144584304,18579830,4002048,12935723,1
